,source_sentence,target_sentence,similarity,baseline,similarity,proposal,similarity
1485, [CLS] an extreme mountain biker in mid - jump from underneath rider showing a blue sky . [SEP], an extreme biker in mid - jump from underneath rider showing a blue sky . [SEP],0.9785018563270569, a biker is riding a bike . [SEP],0.7602142095565796, a biker is riding a bike . [SEP],0.7602142095565796
1486," [CLS] a boy wearing jeans , standing on rocks in a river and throwing a stone . [SEP]", a boy throwing a stone . [SEP],0.854310929775238, a boy is a a rock . [SEP],0.6438900828361511, a boy is outside . [SEP],0.6326794624328613
1487, [CLS] four men with baseball caps and logo t - shirts laughing together at a table . [SEP], males are social ##izing with each other while wearing casual clothes . [SEP],0.7237376570701599, four men are laughing . [SEP],0.6891533732414246, four men are at a table . [SEP],0.7518414855003357
1488, [CLS] a man riding his bike wearing his helmet in front of an audience . [SEP], a man is riding his bike [SEP],0.7805355191230774, a man is riding a bike . [SEP],0.8220276236534119, a man is riding his bike . [SEP],0.8038120865821838
1489, [CLS] a woman holds a newspaper that says ` ` real change ' ' . [SEP], a woman on a street holding a newspaper that says ` ` real change ' ' [SEP],0.9363975524902344, a woman is holding a newspaper . [SEP],0.8219642639160156, a woman is holding a newspaper . [SEP],0.8219642639160156
1490, [CLS] a woman holds a newspaper that says ` ` real change ' ' . [SEP], a woman holding a newspaper that says ` ` real change ' ' [SEP],0.9522368907928467, a woman is holding a newspaper . [SEP],0.8219642639160156, a woman is holding a newspaper . [SEP],0.8219642639160156
1491," [CLS] a man is laying down inside a black , non - working boat . [SEP]", the man is outside on a boat . [SEP],0.8433746099472046, a man is on a boat . [SEP],0.8325054049491882, a man is in a boat . [SEP],0.8293343782424927
1492, [CLS] a man is pushing many cart ##ons of bread down the street . [SEP], a person has food outside . [SEP],0.6778228282928467, a man is pushing a cart . [SEP],0.8723529577255249, a man is pushing a cart . [SEP],0.8723529577255249
1493, [CLS] a golfer shoots his ball out of a sand trap . [SEP], the game of golf being played . [SEP],0.7099225521087646, a man is playing a . [SEP],0.6750651597976685, a golfer is playing a ball . [SEP],0.8156986236572266
1494, [CLS] a young girl in glasses observes something in the distance . [SEP], a person is looking at something from afar . [SEP],0.7442978024482727, a young girl is looking at something . [SEP],0.8077704310417175, a girl is wearing glasses . [SEP],0.758106529712677
1495, [CLS] a group of mountain climb ##ers rests at the summit . [SEP], a group of climb ##ers takes a break . [SEP],0.725629448890686, a group of people are climbing . [SEP],0.7009577751159668, a group of climb ##ers are at the . [SEP],0.791051983833313
1496, [CLS] a young woman is ordering from a red food truck . [SEP], a young lady is ordering food . [SEP],0.8316933512687683, a woman is is food . [SEP],0.5870153903961182, a woman is is a a . [SEP],0.542769193649292
1497, [CLS] a young woman is ordering from a red food truck . [SEP], a young lady is ordering from a food truck . [SEP],0.9376222491264343, a woman is is food . [SEP],0.5870153903961182, a woman is is a a . [SEP],0.542769193649292
1498, [CLS] the small child is sitting in a red playground swing . [SEP], the child is in a playground . [SEP],0.8012107014656067, a child is sitting . [SEP],0.7680146098136902, a child is playing . [SEP],0.8000791072845459
1499, [CLS] an orange on the floor next to a dog . [SEP], there ' s a dog and an orange on the floor . [SEP],0.8583444356918335, a dog is next to a dog . [SEP],0.7868248820304871, a dog is on the floor . [SEP],0.8176401257514954
1500, [CLS] a man a woman posing for a picture . [SEP], two people are posing for a portrait . [SEP],0.8502354025840759, a man is posing for a picture . [SEP],0.8759688138961792, a man is posing for a picture . [SEP],0.8759688138961792
1501, [CLS] three kids perform a ski ##t about camping . [SEP], three kids performed a camping ski ##t . [SEP],0.9071736931800842, three are three kids . [SEP],0.5830274820327759, three kids are a a . [SEP],0.612610399723053
1502, [CLS] people enjoying food outside of a restaurant . [SEP], people eating stuff outdoors . [SEP],0.7381414175033569, people are eating outside . [SEP],0.7020102739334106, people are eating outside . [SEP],0.7020102739334106
1503, [CLS] a woman carrying a bucket of flowers . [SEP], a bucket of flowers is carried by a woman . [SEP],0.7998022437095642, a woman is carrying a . [SEP],0.6804597973823547, a woman is carrying flowers . [SEP],0.7871788144111633
1504," [CLS] one man on the left with black hair , wearing glasses , and another man on the right with slightly gray ##ing black hair , without glasses but clasp ##ing his hands together , are laughing . [SEP]", the people are laughing [SEP],0.5984238386154175, two men are wearing glasses . [SEP],0.7323409914970398, two men are wearing glasses . [SEP],0.7323409914970398
1505," [CLS] two men on stil ##ts and a woman t ##wi ##rling a ribbon , lead a fest ##ive parade along the streets , while a woman looks on from her window . [SEP]", three people are leading a parade . [SEP],0.8444932699203491, a man is a woman are dancing . [SEP],0.7204858660697937, there are people on a street . [SEP],0.7544826865196228
1506, [CLS] a man dressed in blue places mo ##p inside a green bucket as he stands on a roof that overlook ##s a city . [SEP], a man is holding a mo ##p on a roof . [SEP],0.8558056354522705, a man is a a . [SEP],0.6345042586326599, a man is wearing a mo ##p . [SEP],0.7885053157806396
1507, [CLS] a man is painting letters using a ste ##nc ##il onto a round stand - up sign that is lying sideways . [SEP], a male uses paint to ste ##nc ##il words on a circular sign laying horizontal yet made to be erected . [SEP],0.8740362524986267, a man is painting . [SEP],0.7330801486968994, a man is using a tool . [SEP],0.7859962582588196
1508, [CLS] a man with a light blue t - shirt outside in the open wearing red ear protection while firing a gun . [SEP], a man is shooting a gun . [SEP],0.7643471360206604, a man is wearing a blue shirt . [SEP],0.7886475324630737, a man is wearing a blue . [SEP],0.7506024241447449
1509," [CLS] two men cooking , one stirring a pot while making a funny face while the other points at him . [SEP]", friends are preparing a meal . [SEP],0.6771445274353027, two men are cooking a [SEP],0.7496451139450073, two men are cooking . [SEP],0.7226569056510925
1510, [CLS] a female in the middle of a vehicle is holding a camera and is pointing it towards the backseat . [SEP], a girl is inside a vehicle . [SEP],0.8211961984634399, a woman is a a camera . [SEP],0.6924492716789246, a woman is a a . [SEP],0.6104235649108887
1511, [CLS] a man wearing no shirt is lifting a shovel by a wheel ##bar ##row as he works outside . [SEP], a top ##less man is working outside . [SEP],0.7769083976745605, a man is a a . [SEP],0.5394489765167236, a man is working a shovel . [SEP],0.8594511151313782
1512, [CLS] a bunch of people are standing all together in a street with a building in the background . [SEP], a group of people are standing . [SEP],0.7887210249900818, a group of people are standing in a street . [SEP],0.8694701194763184, a group of people are outside . [SEP],0.7959920763969421
1513, [CLS] a man and a woman are lying together on a grassy park field near a waterfront . [SEP], two people are lying outside . [SEP],0.7409884333610535, a man and woman are outside . [SEP],0.8034675121307373, a man and woman are outside . [SEP],0.8034675121307373
1514," [CLS] four men in safety gear , one holding a camera , are standing on a platform . [SEP]", the men are working [SEP],0.6701971292495728, four men are standing on a platform . [SEP],0.8400020599365234, four men are wearing a gear . [SEP],0.7839444279670715
1515, [CLS] a small child wearing a helmet is in a baby carrier that is on the floor . [SEP], a child is in a baby carrier . [SEP],0.8349703550338745, a child is a a baby . [SEP],0.7008979320526123, a small child is wearing a . [SEP],0.7746599912643433
1516, [CLS] a young couple riding on a bus with the boy ' s arm around the girl . [SEP], the couple are on a bus . [SEP],0.7344771027565002, a young couple is riding a bus . [SEP],0.7465486526489258, a young girl is riding a bus . [SEP],0.7772799730300903
1517, [CLS] a woman in a green flower ##ed dress is holding a container of yarn animals . [SEP], a lady in a dress has a container of yarn toys . [SEP],0.8934234976768494, a woman is holding a . [SEP],0.7598839998245239, a woman is holding a . [SEP],0.7598839998245239
1518, [CLS] the little boy stands in the middle of birds who have gathered on the sidewalk . [SEP], there are a lot of birds outside by the sidewalk . [SEP],0.8027933835983276, a boy is standing in a [SEP],0.7397107481956482, a boy is standing in the birds . [SEP],0.8283995389938354
1519, [CLS] two teen boys in school clothes are walking with something in a garbage bag . [SEP], two boys are walking together carrying a bag . [SEP],0.9003034234046936, two boys are walking . [SEP],0.7843654155731201, two boys are walking . [SEP],0.7843654155731201
1520, [CLS] a cowboy is showing off his mule next to a horse hauling trailer . [SEP], a man is showing off his prize winning mule . [SEP],0.8740216493606567, a man is a horse . [SEP],0.6489757895469666, a cowboy is his his luggage . [SEP],0.6711780428886414
1521, [CLS] a young girl standing in front of a row of yellow chairs . [SEP], a human standing . [SEP],0.7012428045272827, a young girl is standing in front of a yellow chair . [SEP],0.9060737490653992, a girl is standing in front of a . [SEP],0.7919321060180664
1522, [CLS] two girls are playing in the snow and throwing snow ##balls . [SEP], two girls are somewhere cold . [SEP],0.665932834148407, two girls are playing snow . [SEP],0.8632676005363464, two girls are playing in the snow . [SEP],0.9063032865524292
1523, [CLS] person with umbrella observes flooded streets with cars in the water . [SEP], a person is outside . [SEP],0.8160337209701538, a person is with an umbrella . [SEP],0.8374641537666321, a person is in the water . [SEP],0.8588469624519348
1524, [CLS] person with umbrella observes flooded streets with cars in the water . [SEP], a person is standing outside in the rain looking at flood damage . [SEP],0.8859636783599854, a person is with an umbrella . [SEP],0.8374641537666321, a person is in the water . [SEP],0.8588469624519348
1525, [CLS] the young man is trying to balance on the train tracks . [SEP], a young man is trying to balance . [SEP],0.8125951886177063, a man is on the train . [SEP],0.8336222767829895, the man is on the train . [SEP],0.8347675800323486
1526, [CLS] an accident involving a green sudan and a gray van . [SEP], two cars were in an accident . [SEP],0.7447100281715393, a is a a a vehicle . [SEP],0.6807261109352112, a person is a a . [SEP],0.6294071674346924
1527, [CLS] women are sitting around a table at a restaurant chatting . [SEP], women are chatting in a restaurant . [SEP],0.8522133231163025, women are sitting at a table . [SEP],0.8077723383903503, women are at a table . [SEP],0.7717849016189575
1528, [CLS] a man with beard sitting down playing an acoustic guitar . [SEP], a musician plays on his instrument . [SEP],0.7486777901649475, a man is playing guitar . [SEP],0.8234621286392212, a man is playing an instrument . [SEP],0.851351797580719
1529, [CLS] the man in the dark maroon shirt is kicking something . [SEP], the guy kicked something [SEP],0.6879302263259888, a man is wearing a shirt . [SEP],0.8049634099006653, the man is wearing a shirt . [SEP],0.8167321085929871
1530, [CLS] a woman in br ##idal wear embrace ##s an individual . [SEP], the bride hugs the other person . [SEP],0.7341716289520264, a woman is hugging . [SEP],0.7381248474121094, a woman is wearing a . [SEP],0.702160656452179
1531, [CLS] several people wearing green shirts walk on the beach together . [SEP], people are walking on the beach . [SEP],0.8316131234169006, people are walking on the beach . [SEP],0.8316131234169006, people people are wearing green . [SEP],0.8127950429916382
1532, [CLS] a little girl listen ##s to a cell ##phone . [SEP], there is a little girl . [SEP],0.6642173528671265, a girl is listening to a phone . [SEP],0.850604772567749, a girl is talking to a . [SEP],0.7179104089736938
1533, [CLS] a large crowd is standing around the start line . [SEP], a lot of people are in a race [SEP],0.6676605343818665, a crowd is waiting line . [SEP],0.6051539778709412, a crowd is waiting . [SEP],0.6997528672218323
1534, [CLS] a person in an orange shirt reaching up . [SEP], a person is reaching up . [SEP],0.7625371217727661, a person is wearing orange . [SEP],0.7560179829597473, a person is wearing an orange shirt . [SEP],0.7952697277069092
1535, [CLS] a man pulling items on a cart . [SEP], a man is moving items in a cart . [SEP],0.898511528968811, a man is pulling a cart . [SEP],0.8712317943572998, a man is pulling a cart . [SEP],0.8712317943572998
1536," [CLS] there is a line of various trucks with advertising on the side parked by the side of the road , with the ` ` grille ##d cheese truck ` ` and the ` ` cal ##bi ' ' truck in focus . [SEP]", there are many trucks [SEP],0.7146726250648499, there are a lot of vehicles . [SEP],0.7265219688415527, there are cars on the truck . [SEP],0.7510191202163696
1537," [CLS] there is a line of various trucks with advertising on the side parked by the side of the road , with the ` ` grille ##d cheese truck ` ` and the ` ` cal ##bi ' ' truck in focus . [SEP]", there are many food trucks [SEP],0.7547721862792969, there are a lot of vehicles . [SEP],0.7265219688415527, there are cars on the truck . [SEP],0.7510191202163696
1538," [CLS] a red planet hollywood bus carries many people including a man in an orange shirt and baseball cap , one woman wearing a purple shirt and another in a red shirt with her back to the camera . [SEP]", there is a bus carrying a lot of people on it . [SEP],0.7676003575325012, a red is a a hat . [SEP],0.6654300093650818, a red and a red shirt is carrying a . [SEP],0.8160755038261414
1539," [CLS] a bald , black man wearing safety glasses and a long - sleeve ##d black shirt is using a pick and hammer to sc ##ul ##pt a sizable rock into art . [SEP]", a black man with no hair is making a sc ##ult ##pur ##e with a pick and a hammer . [SEP],0.8270947933197021, a man is working . [SEP],0.5884796977043152, a man is working a . [SEP],0.5957580804824829
1540," [CLS] runners in various athletic ga ##rb , as well as one individual in a spotted - green dragon costume , run to the right . [SEP]", runners see a dragon costume ##d person [SEP],0.7069005966186523, people are in a race . [SEP],0.5820480585098267, a group of people are running . [SEP],0.6832184791564941
1541, [CLS] group of people including a man and a woman playing instruments on a double - decker red planet hollywood sights ##ee ##ing bus . [SEP], a group of people including a man and a woman are playing instruments on a double - decker red planet hollywood sights ##ee ##ing bus . [SEP],0.9650357961654663, a group of people are playing music . [SEP],0.8006842136383057, a group of people are playing music . [SEP],0.8006842136383057
1542, [CLS] group of people including a man and a woman playing instruments on a double - decker red planet hollywood sights ##ee ##ing bus . [SEP], a group of people on a bus are sights ##ee ##ing . [SEP],0.8698717355728149, a group of people are playing music . [SEP],0.8006842136383057, a group of people are playing music . [SEP],0.8006842136383057
1543, [CLS] a man in a winter jacket and knit cap stand with his arms up at his side in a snow landscape . [SEP], a man is outside in the snow . [SEP],0.7986046671867371, a man is a hat is standing in a snow . [SEP],0.808591902256012, a man is standing in the snow . [SEP],0.8084260821342468
1544, [CLS] a man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand . [SEP], someone in a plaid shirt sits on a box with something in hand [SEP],0.8457151055335999, a man is sitting on a . [SEP],0.6436660289764404, a man is holding a box . [SEP],0.7831915616989136
1545, [CLS] a group of people is sitting at a large table and using paint brushes to form characters on white paper . [SEP], the people are using paint brushes . [SEP],0.7953131198883057, a group of people are sitting . [SEP],0.7895871996879578, a group of people are sitting at a table . [SEP],0.8656188249588013
1546, [CLS] four young female gymnast ##s dressed in black and blue leo ##tar ##ds are preparing for their next routine . [SEP], gymnast group preparing for a competition . [SEP],0.7317653298377991, the women are wearing . [SEP],0.6916019320487976, the girls are ready to perform . [SEP],0.762057900428772
1547, [CLS] four young female gymnast ##s dressed in black and blue leo ##tar ##ds are preparing for their next routine . [SEP], gymnast ##s wearing matching leo ##tar ##ds practicing . [SEP],0.780977725982666, the women are wearing . [SEP],0.6916019320487976, the girls are ready to perform . [SEP],0.762057900428772
1548, [CLS] a woman is cleaning up by putting dishes in the dish ##wash ##er after making supper . [SEP], a woman is inside [SEP],0.6116365790367126, a woman is cleaning . [SEP],0.7476081252098083, a woman is cleaning dishes . [SEP],0.8293481469154358
1549, [CLS] the little boy stands in the middle of birds who have gathered on the sidewalk . [SEP], there is a little boy standing on the sidewalk . [SEP],0.8440991640090942, a boy is standing in a [SEP],0.7397107481956482, a boy is standing in the birds . [SEP],0.8283995389938354
1550, [CLS] a man in a army uniform is holding a picture with trees in it . [SEP], there is one man in the picture . [SEP],0.7623169422149658, a man is a uniform is holding a . [SEP],0.7092898488044739, a man is a uniform is holding a camera . [SEP],0.8026699423789978
1551, [CLS] a youth skate ##boards by a mural of a griffin wielding a flaming sword . [SEP], a youth skate ##boards by a mural . [SEP],0.8395739197731018, a skater is skate ##boarding . [SEP],0.6356154084205627, a skate ##board ##er is a trick . [SEP],0.6500391364097595
1552, [CLS] two men and two women in jackets walk down a large city street . [SEP], there are people outside . [SEP],0.6865445971488953, two people are walking down a street . [SEP],0.8404780626296997, two people are walking down a street . [SEP],0.8404780626296997
1553, [CLS] a family is taking part in a walk - a - tho ##n . [SEP], some of the people shown are related . [SEP],0.5913683176040649, a family is taking a . [SEP],0.7108400464057922, a family is taking a walk . [SEP],0.8226654529571533
1554, [CLS] a brown dog and black and white dog run along the green grass . [SEP], two dogs run in the grass . [SEP],0.8634204268455505, two dogs are outside . [SEP],0.7438348531723022, two dogs are outside . [SEP],0.7438348531723022
1555, [CLS] a person in a black and green outfit is riding a bicycle . [SEP], a colorful ##ly dressed child rides a bike [SEP],0.8257940411567688, a person is riding a bike . [SEP],0.806869387626648, a person is riding a bicycle . [SEP],0.820590078830719
1556, [CLS] chefs prepare food on a grill in front of their customers . [SEP], chefs are making food for customers . [SEP],0.7356510758399963, chefs are cooking food . [SEP],0.6348705887794495, a group of people are cooking . [SEP],0.644781768321991
1557, [CLS] families with stroll ##ers waiting in front of a carousel . [SEP], some people are outside [SEP],0.6372878551483154, there are people in a [SEP],0.5031604170799255, there are people in a . [SEP],0.45669591426849365
1558, [CLS] an asian woman dressed in a colorful outfit laughing . [SEP], a woman is wearing colorful clothing . [SEP],0.7856273651123047, a woman is wearing a . [SEP],0.6865043044090271, a woman is dressed in a . [SEP],0.7091392874717712
1559, [CLS] an asian woman dressed in a colorful outfit laughing . [SEP], the woman is not laughing . [SEP],0.6418379545211792, a woman is wearing a . [SEP],0.6865043044090271, a woman is dressed in a . [SEP],0.7091392874717712
1560, [CLS] two people riding their bikes down a street together . [SEP], folks riding bikes . [SEP],0.6897286772727966, two people are riding their bikes . [SEP],0.7722148299217224, two people are riding bikes . [SEP],0.7490125298500061
1561, [CLS] a male teen is working on a school project . [SEP], a teenager working on homework . [SEP],0.820773184299469, a man is working on a project . [SEP],0.8581044673919678, a teenager is on a project . [SEP],0.8914657235145569
1562, [CLS] a boy works on a project in shop class . [SEP], the boy ' s project is for a school activity . [SEP],0.7908369898796082, a boy is in a classroom . [SEP],0.8411486744880676, a boy is working on a project . [SEP],0.8723773956298828
1563, [CLS] two kids in blue wet ##suit ##s surf . [SEP], two children surf in the ocean . [SEP],0.8301838040351868, two kids are wet . [SEP],0.7498446106910706, two children are in the ocean . [SEP],0.8154458999633789
1564, [CLS] two kids in blue wet ##suit ##s surf . [SEP], two children surf . [SEP],0.7934021949768066, two kids are wet . [SEP],0.7498446106910706, two children are in the ocean . [SEP],0.8154458999633789
1565, [CLS] three people are walking on a beach . [SEP], there are people at the beach . [SEP],0.8276072144508362, three people are walking on the beach . [SEP],0.9245733618736267, three people are walking . [SEP],0.830617368221283
1566, [CLS] three people are walking on a beach . [SEP], a few people are near the ocean [SEP],0.7116345167160034, three people are walking on the beach . [SEP],0.9245733618736267, three people are walking . [SEP],0.830617368221283
1567, [CLS] black dog running very fast . [SEP], a dog is running . [SEP],0.8806449174880981, a dog is running . [SEP],0.8806449174880981, a dog is running . [SEP],0.8806449174880981
1568," [CLS] crowd cheer ##leader ##s dressed in red , white , and blue smile as they pass out rolled up t - shirts to a full stadium of people . [SEP]", cheer ##leader ##s pass out rolled up t shirts [SEP],0.7843509912490845, a group of people are wearing red . [SEP],0.7114386558532715, cheer ##leader ##s are dressed in a . [SEP],0.6792499423027039
1569, [CLS] a woman carrying a large package on her head walks in front of a building plastered with portuguese posters advertising a concert . [SEP], a woman walks outdoors . [SEP],0.702387273311615, a woman is carrying a large crowd . [SEP],0.7818793058395386, a woman is carrying a large . . [SEP],0.7008314728736877
1570, [CLS] a vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder . [SEP], a person in a top [SEP],0.5690658092498779, a woman is carrying a bag . [SEP],0.7494102716445923, a woman is carrying a . [SEP],0.7013611197471619
1571, [CLS] a cheer ##leader in a tight red and white uniform is passing out white t - shirts at a sporting event . [SEP], a cheer ##leader passes out shirts [SEP],0.7399619221687317, a cheer ##leader is wearing a white uniform . [SEP],0.7774611711502075, a cheer ##leader is at a sporting event . [SEP],0.782741129398346
1572, [CLS] a basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team . [SEP], a basketball player is playing basketball . [SEP],0.6367282867431641, a basketball player is trying to score a . [SEP],0.7801434993743896, a basketball player is trying to get a ball . [SEP],0.8551647663116455
1573, [CLS] a blond woman sits on a park bench while wearing a brown tank top and olive green shorts . [SEP], a blonde woman sits on a bench outside in a park . [SEP],0.8469093441963196, a woman is sitting on a bench . [SEP],0.7673940658569336, a woman is sitting on a bench . [SEP],0.7673940658569336
1574, [CLS] a blond woman sits on a park bench while wearing a brown tank top and olive green shorts . [SEP], a blonde woman sits on a bench . [SEP],0.8188629746437073, a woman is sitting on a bench . [SEP],0.7673940658569336, a woman is sitting on a bench . [SEP],0.7673940658569336
1575, [CLS] an old indian man dressed in rags sleeps on the ground using his backpack as a pillow . [SEP], an old indian man is sleep [SEP],0.6775473952293396, an elderly man is sleeping . [SEP],0.7572715878486633, an old man is sleeping on his head . [SEP],0.7734440565109253
1576, [CLS] a man in a blue jogging suit is running on the sidewalk in front of a painting . [SEP], a man is outside on the streets . [SEP],0.8000558614730835, a man is a blue . [SEP],0.634270429611206, a man is outside . [SEP],0.6874183416366577
1577," [CLS] a person walks outside carrying a bag , while a young girl in pink walks behind her . [SEP]", a person carrying a bag with a girl behind her [SEP],0.8554990887641907, a person is walking a a bag . [SEP],0.7490506172180176, a person is walking outside . [SEP],0.7709834575653076
1578, [CLS] a group of children sitting on the ground laughing as another boy jumps over the group . [SEP], the boy is jumping over kids . [SEP],0.8372977375984192, a group of children are sitting . [SEP],0.8295648097991943, a group of children are playing . [SEP],0.8338919281959534
1579, [CLS] five people standing under a tent - like structure celebrating the 25th annual long ##board classic . [SEP], people are celebrating . [SEP],0.6698125600814819, a group of people are standing a tent . [SEP],0.7479724884033203, five people are standing a tent . [SEP],0.7580195069313049
1580," [CLS] one man , shirt ##less , and a woman , clothed , jumping in the water . [SEP]", two people are about to be in water . [SEP],0.7098386883735657, a man and woman are jumping . [SEP],0.8009485602378845, a man and woman are in the water . [SEP],0.8454616665840149
1581, [CLS] a man with a beer in his hand listen ##s to a woman talk . [SEP], a man has a beer with him . [SEP],0.7705594301223755, a man is talking to a woman . [SEP],0.7911652326583862, a man is talking to a woman . [SEP],0.7911652326583862
1582, [CLS] two people are walking through a path with branches from neighboring trees overhead . [SEP], two individuals are walking outdoors . [SEP],0.6823604702949524, two people are walking . [SEP],0.7631190419197083, two people are walking . [SEP],0.7631190419197083
1583, [CLS] a young boy using a spat ##ula to handle meat on a grill . [SEP], a young boy is using a ut ##ens ##il to handle meat on a grill . [SEP],0.9143624305725098, a young boy is grill ##ing meat . [SEP],0.7912874221801758, a boy is grill ##ing a grill . [SEP],0.8264787793159485
1584, [CLS] a small dog watches two big dogs playing rough in a field . [SEP], a few dogs are playing outside ##s . [SEP],0.79109787940979, a dogs are playing . [SEP],0.8075203895568848, there are animals playing outside . [SEP],0.7805852293968201
1585," [CLS] coach talks with football player , other players and crowd in background . [SEP]", a football coach talks with his player in front of the team and the crowd [SEP],0.8920129537582397, a group of people are talking . [SEP],0.7626174092292786, a group of people are talking . [SEP],0.7626174092292786
1586, [CLS] a young woman sit ##ing on a park bench in the sun . [SEP], a young woman is sitting down [SEP],0.6946053504943848, a woman is sitting on a bench . [SEP],0.7750135064125061, a woman is outside . [SEP],0.627418577671051
1587," [CLS] a dog running in long grass , a housing development behind it . [SEP]", there is a dog outside . [SEP],0.7686564922332764, a dog is running . [SEP],0.7596978545188904, a dog is running . [SEP],0.7596978545188904
1588," [CLS] a small , pale bird bends down to examine a cr ##umb . [SEP]", the bird is on the ground . [SEP],0.6660102009773254, a bird is is a a . [SEP],0.5524211525917053, a small bird is flying . [SEP],0.656179666519165
1589, [CLS] group of people standing and sitting in a field of grass . [SEP], the people are outside [SEP],0.7479342222213745, a group of people are in a field . [SEP],0.8773123025894165, there are people outside . [SEP],0.7054530382156372
1590, [CLS] the young man is sitting on a couch smoking a cigarette . [SEP], a young man smoking a cigarette [SEP],0.7829101085662842, a man is sitting on a [SEP],0.7320224046707153, a man is smoking . [SEP],0.7651117444038391
1591, [CLS] a rugby player running the ball between two downed opponents . [SEP], some people are playing rugby . [SEP],0.6965187788009644, a player is playing a game . [SEP],0.7118706703186035, a rugby player is running . [SEP],0.7298158407211304
1592, [CLS] a man in a suit speaking to a seated woman . [SEP], a dark headed man in a suit speaking to a seated woman . [SEP],0.9488562941551208, a man is talking to a woman . [SEP],0.8218634128570557, a man is talking to a woman . [SEP],0.8218634128570557
1593, [CLS] a man in a suit speaking to a seated woman . [SEP], a man speaking to a woman . [SEP],0.8432050943374634, a man is talking to a woman . [SEP],0.8218634128570557, a man is talking to a woman . [SEP],0.8218634128570557
1594, [CLS] a woman is taking a picture of a man . [SEP], a female is near a male . [SEP],0.6181620359420776, a woman is taking a picture . [SEP],0.9166408181190491, a woman is taking a picture . [SEP],0.9166408181190491
1595, [CLS] cheer ##leader ##s standing on a football field . [SEP], cheer ##leader ##s are wearing outside . [SEP],0.681259274482727, cheer ##leader ##s are on a field . [SEP],0.8510839343070984, cheer ##leader ##s are on a field . [SEP],0.8510839343070984
1596, [CLS] a brown dog races through a field . [SEP], a dog is racing . [SEP],0.7722907662391663, a dog is outside . [SEP],0.7413725256919861, a dog is outside . [SEP],0.7413725256919861
1597, [CLS] two girls feeding a horse an apple . [SEP], two girls are near an animal . [SEP],0.8020685911178589, two girls are a a . [SEP],0.5244832634925842, two girls are a a . [SEP],0.5244832634925842
1598, [CLS] a man is making a phone call . [SEP], a man is on the phone . [SEP],0.8752040863037109, a man is using a phone . [SEP],0.8800984025001526, a man is making a call . [SEP],0.9081587195396423
1599, [CLS] a man playing cricket [SEP], someone plays a game [SEP],0.6967005133628845, a man is cricket . [SEP],0.6541616916656494, a man is playing cricket . [SEP],0.7881715297698975
1600, [CLS] man walking down a brick sidewalk in a business suit reading a paper and smoking a cigar with a woman wearing sunglasses walking behind him to his left . [SEP], there are people outside [SEP],0.5944398045539856, a man is walking a a . [SEP],0.6923266649246216, a man is walking outside . [SEP],0.7402461767196655
1601, [CLS] a guy in a bright green hood ##ie is crossing a cross ##walk while looking at an accident between some cars and a bike . [SEP], a guy looks upon a collision between vehicles . [SEP],0.7707551717758179, a guy is crossing a cross ##walk . [SEP],0.8424130082130432, a man is crossing a cross a street . [SEP],0.8033779263496399
1602, [CLS] two people connected to ropes wearing bright orange helmets are sitting on a rocky cr ##ag high in the mountains . [SEP], people rock climb with rope . [SEP],0.6675534844398499, two people are wearing helmets . [SEP],0.7630976438522339, two people are wearing safety gear . [SEP],0.7229083180427551
1603," [CLS] a lady , dressed in a costume , is posing with an axe in the middle of the woods . [SEP]", a lady with an axe is posing in the middle of the woods . [SEP],0.9505940675735474, a woman is in a costume . [SEP],0.7891285419464111, a lady is posing in a costume . [SEP],0.8557353615760803
1604, [CLS] two men are interacting with some sort of mechanical contra ##ption that is mounted on a wall . [SEP], some men work on a machine on a wall . [SEP],0.7961573600769043, two men are talking . [SEP],0.7062613368034363, two men are near a wall . [SEP],0.7808722257614136
1605, [CLS] a man is duck ##ing down between the red tu ##lip ##s in a flower field . [SEP], the man is outside . [SEP],0.6630703806877136, a man is a a tu ##e . [SEP],0.5776531100273132, a man is in a field . [SEP],0.7774069309234619
1606, [CLS] a young woman dressed in black attache ##s bags full of flowers to a bicycle . [SEP], the woman is wearing dark clothing . [SEP],0.7015978097915649, a woman is carrying a bicycle . [SEP],0.7917512059211731, a woman is carrying a . [SEP],0.673748791217804
1607, [CLS] a small brown and white dog swimming through the pool next to a man . [SEP], a man and a small multi ##color ##ed dog are in the water . [SEP],0.8805197477340698, a dog is swimming . [SEP],0.7378605604171753, a dog is swimming . [SEP],0.7378605604171753
1608, [CLS] a small brown and white dog swimming through the pool next to a man . [SEP], a man teaches his puppy how to swim . [SEP],0.7375453114509583, a dog is swimming . [SEP],0.7378605604171753, a dog is swimming . [SEP],0.7378605604171753
1609, [CLS] a girl playing soccer in a green field with some trees in the background . [SEP], their is a girl playing soccer in a field . [SEP],0.8381256461143494, a girl is playing soccer . [SEP],0.7617939114570618, a girl is playing soccer . [SEP],0.7617939114570618
1610, [CLS] a bald person in green clothing stands in front of a brick wall . [SEP], a person is in front of a brick wall . [SEP],0.8704565763473511, a person is standing in front of a wall . [SEP],0.833900511264801, a person is standing . [SEP],0.7133914828300476
